Temperature (°C),pH,TDS (ppm),EC (NTU),Quality,Quality Description
43.739029990645015,6.774874491170889,589.0104608504347,64.63490399164148,Moderate,"Water is acceptable, but may have some impurities."
13.524167464118802,8.015070116025026,304.9598671574978,69.1476902067258,Poor,Water is of poor quality and may require significant treatment.
40.075825540036746,8.950885668347718,154.82771338996426,20.671422684486597,Unacceptable,Water is not suitable for consumption.
12.395017253216922,8.280912691699925,398.0575732309492,51.92673615685101,Poor,Water is of poor quality and may require significant treatment.
10.285686350653123,6.283486713048282,456.35412668860465,67.04414239933354,Unacceptable,Water is not suitable for consumption.
26.786558535203152,8.273625818692743,325.4335817001056,4.275683432346722,Poor,Water is of poor quality and may require significant treatment.
6.519695542396703,8.566180056289658,886.0596409780082,98.86658218281639,Unacceptable,Water is not suitable for consumption.
12.979122893922224,6.735883448418461,449.49565512118437,81.14595988447275,Good,"Water is suitable for consumption, but may require treatment."
14.307741707359122,8.824512829665046,610.4279009131506,31.735681375691026,Unacceptable,Water is not suitable for consumption.
28.357020704149527,8.126805120621029,376.5391969664287,75.62678581246507,Poor,Water is of poor quality and may require significant treatment.
12.790194714074943,8.227225396224298,400.01708714586096,43.80903681251404,Poor,Water is of poor quality and may require significant treatment.
27.630161247850165,6.761981256642747,284.9714482009644,81.86272689353275,Excellent,Water is of exceptional quality.
45.40145541729602,8.189301708555686,73.71650957329867,8.219156293651498,Poor,Water is of poor quality and may require significant treatment.
43.76027758581693,7.116073651434488,608.0384787643878,79.36739890482,Moderate,"Water is acceptable, but may have some impurities."
31.92579307798507,8.237448965630449,233.71531159055482,76.23615705342843,Poor,Water is of poor quality and may require significant treatment.
18.3397822208615,6.38591287189184,513.5913215045783,27.383573028496766,Unacceptable,Water is not suitable for consumption.
28.44008920402448,8.86859317795441,787.8327915338998,76.81175019015232,Unacceptable,Water is not suitable for consumption.
34.177066765311714,7.006133577933404,43.402624655477176,79.16755464263414,Excellent,Water is of exceptional quality.
40.579512119539885,6.412539781794583,26.64100509656997,41.50612907646549,Unacceptable,Water is not suitable for consumption.
49.0273882226688,7.916799672447436,815.0853145172882,13.22154161178426,Poor,Water is of poor quality and may require significant treatment.
6.8755912815484095,8.827572337401296,857.5515836782862,33.580006840435,Unacceptable,Water is not suitable for consumption.
39.41158358628464,7.146324742527021,680.704394399461,78.51530386576712,Moderate,"Water is acceptable, but may have some impurities."
5.3984391970152865,7.052266455632218,395.0629854649311,91.3385755242962,Good,"Water is suitable for consumption, but may require treatment."
36.455819525976366,7.8411087108664645,65.70905369416779,27.496194935256202,Poor,Water is of poor quality and may require significant treatment.
33.797287947849945,7.248823838559337,743.6247252684451,12.218839275072057,Moderate,"Water is acceptable, but may have some impurities."
39.64151045705552,8.121185482621634,344.6936214057529,30.52069453456757,Poor,Water is of poor quality and may require significant treatment.
6.726209444771985,8.422017653865018,388.3429227136739,25.784810955484637,Poor,Water is of poor quality and may require significant treatment.
4.224718004783096,7.175276357346345,93.28157010536198,24.716211387320573,Excellent,Water is of exceptional quality.
46.753129166156306,6.0725980544776945,219.22627308977493,71.37772955445614,Unacceptable,Water is not suitable for consumption.
5.563469022625966,7.708791978163525,902.7088650271266,86.7375842270117,Poor,Water is of poor quality and may require significant treatment.
33.06224588574386,8.16208429460603,69.01472819756572,4.396824265912325,Poor,Water is of poor quality and may require significant treatment.
0.5676196317458748,7.593320549139854,600.7945630500243,5.13868301118009,Poor,Water is of poor quality and may require significant treatment.
16.444835433270093,7.301273512118527,509.89485548520054,41.65156690369697,Moderate,"Water is acceptable, but may have some impurities."
9.193711824813033,6.448068633605638,648.8305907333332,36.366480574162054,Unacceptable,Water is not suitable for consumption.
18.43262442610308,8.62052377782192,483.3305186398588,36.52085022933787,Unacceptable,Water is not suitable for consumption.
15.225813909284009,6.012120463149061,337.1203968063806,10.012085170006092,Unacceptable,Water is not suitable for consumption.
28.43941092509462,6.292316186335324,82.94678008884027,7.661631739311048,Unacceptable,Water is not suitable for consumption.
8.025008125962513,8.495653729694867,558.3325679518977,18.858280558690577,Poor,Water is of poor quality and may require significant treatment.
12.999573164367185,8.639631406375853,173.830951558238,66.77989985034887,Unacceptable,Water is not suitable for consumption.
42.26807969851167,7.501283388527055,55.362373085632186,55.86224958289334,Poor,Water is of poor quality and may require significant treatment.
5.875470396508897,8.073664586670018,491.93940379667964,83.34261688930434,Poor,Water is of poor quality and may require significant treatment.
28.785475778304427,7.544031682897224,160.12100131376127,68.1976046237859,Poor,Water is of poor quality and may require significant treatment.
22.603928591254924,6.244955991785478,38.967200114173764,64.3740617193115,Unacceptable,Water is not suitable for consumption.
19.366703075696893,8.376603848050447,609.5890232850346,6.03168632500034,Poor,Water is of poor quality and may require significant treatment.
48.077217590445656,6.930163667651795,683.9632203784874,57.63229436451878,Moderate,"Water is acceptable, but may have some impurities."
10.912680399372949,8.679452656550877,385.4625159225452,92.05798155839055,Unacceptable,Water is not suitable for consumption.
34.264121457175435,8.92865869072982,930.103395268234,85.6929888307247,Unacceptable,Water is not suitable for consumption.
36.067690928318854,8.991671127168454,88.5498770415617,0.43652768141382303,Unacceptable,Water is not suitable for consumption.
46.93338907833146,8.962941562006169,758.9647784186994,14.50057314682166,Unacceptable,Water is not suitable for consumption.
31.5561771648322,6.155178362858305,160.29703895496505,75.32646265705132,Unacceptable,Water is not suitable for consumption.
45.88868562659567,6.64410863372802,573.5199135450652,83.85688456336592,Moderate,"Water is acceptable, but may have some impurities."
47.61880474983079,8.491190868993922,347.73462754170504,49.294484537038464,Poor,Water is of poor quality and may require significant treatment.
40.743449644920226,7.509220958890952,717.9898942672885,66.53529357853955,Poor,Water is of poor quality and may require significant treatment.
12.86978669421433,7.016475670469443,419.50653346142786,51.54625279405749,Good,"Water is suitable for consumption, but may require treatment."
17.86668376720385,7.6755525741961215,916.4341131991677,14.837442011582613,Poor,Water is of poor quality and may require significant treatment.
22.69763106370684,6.575752497888114,795.5774748045969,79.25297415011217,Moderate,"Water is acceptable, but may have some impurities."
29.68146280829166,6.74248934673121,356.8365426009534,63.52401509976821,Good,"Water is suitable for consumption, but may require treatment."
34.01638139937366,8.50621759841135,687.1242805418182,45.762940893971816,Unacceptable,Water is not suitable for consumption.
1.4797880221983473,6.011719969664905,17.57694410046584,13.157732753180419,Unacceptable,Water is not suitable for consumption.
46.8153687800759,7.127743625303387,450.20155245587455,98.19026798721282,Good,"Water is suitable for consumption, but may require treatment."
16.808526456716415,8.761502316267567,482.9906468762225,82.07768099928211,Unacceptable,Water is not suitable for consumption.
20.364028450422307,8.570377654291846,66.81617712290566,22.992207632461614,Unacceptable,Water is not suitable for consumption.
18.94978292621824,7.497520662374015,541.0023350220956,23.32206733079736,Moderate,"Water is acceptable, but may have some impurities."
42.58695565968465,6.920470630918632,23.849453024414657,19.753352296424843,Excellent,Water is of exceptional quality.
27.050385220512364,7.172309791812367,438.81986872156864,21.480237514276734,Good,"Water is suitable for consumption, but may require treatment."
18.704826070030368,7.758900258837452,207.89543239354458,51.10997520347924,Poor,Water is of poor quality and may require significant treatment.
47.18749835023196,6.057067964133332,627.6795680635109,11.759219473844862,Unacceptable,Water is not suitable for consumption.
13.074631534003428,7.1710927543573835,395.27168578548844,81.74487089601587,Good,"Water is suitable for consumption, but may require treatment."
43.99130406468619,7.352402655534847,532.1253815181507,19.535816941123286,Moderate,"Water is acceptable, but may have some impurities."
23.43267363835383,8.915905162107926,82.7563532790624,2.037293952773578,Unacceptable,Water is not suitable for consumption.
46.4759342018848,8.430810189642214,998.575356162287,54.947137194776055,Poor,Water is of poor quality and may require significant treatment.
46.634171908263426,8.46217656960428,655.4969744701384,21.33779870708605,Poor,Water is of poor quality and may require significant treatment.
24.561596878579262,7.721070714525636,476.39614386637254,50.4071257897603,Poor,Water is of poor quality and may require significant treatment.
20.774835495020405,7.275036487438274,940.7396209879388,28.06730263793298,Poor,Water is of poor quality and may require significant treatment.
21.660207359796697,8.655364996200076,312.77307774434405,79.04484430920719,Unacceptable,Water is not suitable for consumption.
49.607131897444155,8.356710559530049,633.9269859867372,70.06261261048896,Poor,Water is of poor quality and may require significant treatment.
3.3726475132176303,8.490243677398402,488.8530964747473,59.442799637445965,Poor,Water is of poor quality and may require significant treatment.
4.0206608052496655,8.500351800072533,446.08165880907967,30.5903836232827,Unacceptable,Water is not suitable for consumption.
31.89121155085015,8.772018753554871,354.2124370131613,85.24028954804163,Unacceptable,Water is not suitable for consumption.
49.262870232473496,7.192061601711208,263.2994583506071,72.55247656251623,Excellent,Water is of exceptional quality.
21.593971137256844,7.089114969152619,743.2719529514637,63.367828662221605,Moderate,"Water is acceptable, but may have some impurities."
30.85616096228567,7.040352634260467,754.6920159243894,44.99904717586166,Moderate,"Water is acceptable, but may have some impurities."
38.78729796447287,8.146696666476183,750.2871783806428,52.0933382894573,Poor,Water is of poor quality and may require significant treatment.
49.28655317110403,6.112508284622224,261.2479028530875,59.60810555054626,Unacceptable,Water is not suitable for consumption.
10.879816684562815,6.464640639936662,808.9905438451689,90.91446845704849,Unacceptable,Water is not suitable for consumption.
42.764040176571214,8.472838429673542,923.234956022857,36.79986089864937,Poor,Water is of poor quality and may require significant treatment.
14.622822063215319,7.667129464780967,261.31642785183175,14.028531287151779,Poor,Water is of poor quality and may require significant treatment.
45.19189199070683,7.5734239932726055,671.5294442034434,2.491261850557547,Poor,Water is of poor quality and may require significant treatment.
18.97567895593848,7.017108045126456,515.9233157529841,31.474887946920038,Moderate,"Water is acceptable, but may have some impurities."
38.02989242403841,7.703380625975305,141.5391643583168,58.5247479474463,Poor,Water is of poor quality and may require significant treatment.
12.88692627350127,8.755697846308056,475.81744063838795,70.98024854201952,Unacceptable,Water is not suitable for consumption.
1.9953764809598318,6.546885881809791,166.83078100177573,31.346873892733463,Excellent,Water is of exceptional quality.
11.91543124970761,7.0008113854334795,234.24758169590277,47.64050543085497,Excellent,Water is of exceptional quality.
27.698250388221794,7.142633802720605,940.6424447789582,93.03797810343973,Poor,Water is of poor quality and may require significant treatment.
34.139032142431134,6.856864358983911,768.1056926985921,25.23630367992785,Moderate,"Water is acceptable, but may have some impurities."
9.969286399283938,6.8021841143302755,625.1740170443046,20.910671933346503,Moderate,"Water is acceptable, but may have some impurities."
14.255099193263288,8.225736168446247,162.10602623161674,54.44096004028669,Poor,Water is of poor quality and may require significant treatment.
14.113130311921934,7.8828467390131465,597.4564733774545,91.27199223472819,Poor,Water is of poor quality and may require significant treatment.
33.52642882841251,7.269009961229294,984.6168242744758,42.84371928609713,Poor,Water is of poor quality and may require significant treatment.
30.16144045575457,6.985009172466347,150.72479982306518,37.551323715574135,Excellent,Water is of exceptional quality.
47.27091960825941,8.17103459570525,248.1982135079014,88.31158643172814,Poor,Water is of poor quality and may require significant treatment.
10.421607568731023,8.783089066837764,506.170051472732,70.31107543133962,Unacceptable,Water is not suitable for consumption.
4.737004675389889,7.519013740971273,375.9678145086721,83.98762157226064,Poor,Water is of poor quality and may require significant treatment.
5.262921111599023,7.4064023820453615,578.1862202727742,60.70702554657387,Moderate,"Water is acceptable, but may have some impurities."
2.086349266665588,7.671837340906633,28.998522023134022,41.87124035562009,Poor,Water is of poor quality and may require significant treatment.
22.872369231086793,7.356405989891408,979.811424548875,17.00044282258959,Poor,Water is of poor quality and may require significant treatment.
4.008386008509368,7.2964749761705034,393.94586966821123,56.735637335351086,Good,"Water is suitable for consumption, but may require treatment."
32.31407500630053,8.808800576732907,459.8383606646196,16.148780437677036,Unacceptable,Water is not suitable for consumption.
46.012215242464556,8.253222840711592,834.5071307005767,34.12952902902082,Poor,Water is of poor quality and may require significant treatment.
49.98730098271728,6.692703259457596,318.8193155978934,42.28277665099335,Good,"Water is suitable for consumption, but may require treatment."
16.520566670192654,7.6374938964165615,819.8094273727672,8.602233907549072,Poor,Water is of poor quality and may require significant treatment.
37.2249254914702,6.630424579427333,762.2809463486095,97.3556398061595,Moderate,"Water is acceptable, but may have some impurities."
48.2426787299593,7.6490458271239135,362.77651510970264,57.45725662702698,Poor,Water is of poor quality and may require significant treatment.
31.903136211499607,7.8512098820984235,378.2715229936253,91.61835953523035,Poor,Water is of poor quality and may require significant treatment.
33.049177292621195,7.748451092539419,55.24083589137363,23.490976765807016,Poor,Water is of poor quality and may require significant treatment.
24.347034189073806,8.907459492533533,15.33836979936054,7.2082336316255375,Unacceptable,Water is not suitable for consumption.
35.58117402423388,7.419358471938468,486.90298929220523,88.93401395040526,Good,"Water is suitable for consumption, but may require treatment."
21.401484515560753,7.649900974667554,906.789626925735,27.061143637983744,Poor,Water is of poor quality and may require significant treatment.
41.073305057281445,7.0154168973307875,636.3801726454434,94.47112487679054,Moderate,"Water is acceptable, but may have some impurities."
4.230589711566202,8.691360377390751,137.06534185361187,99.7104591914138,Unacceptable,Water is not suitable for consumption.
8.632451158217137,8.556268180103386,704.6256578307966,86.56222428400211,Unacceptable,Water is not suitable for consumption.
2.4706544265774344,8.462185870604714,175.03537730679142,87.5425828900034,Poor,Water is of poor quality and may require significant treatment.
0.8697791634776908,7.28851461217927,685.3742743308286,34.57912416865365,Moderate,"Water is acceptable, but may have some impurities."
14.62223191804966,6.706266481695251,290.2927549149172,47.03406249902395,Excellent,Water is of exceptional quality.
4.806676186423625,7.4730349026111025,452.34883573481943,44.865687282720465,Good,"Water is suitable for consumption, but may require treatment."
47.528490102527634,7.184193256935021,224.70394084472468,12.237801222700085,Excellent,Water is of exceptional quality.
43.489417850895414,7.246362126131145,426.94988204129294,12.663366138892073,Good,"Water is suitable for consumption, but may require treatment."
46.277164450095476,6.499419405786798,313.7572758866594,58.33141957430183,Unacceptable,Water is not suitable for consumption.
12.854958609773554,8.857411051517385,45.77704856207243,31.222933637190998,Unacceptable,Water is not suitable for consumption.
20.91816613787074,6.056568694075031,858.7409274156619,22.253832878743207,Unacceptable,Water is not suitable for consumption.
48.34204409146744,7.568009401963932,932.9044466343956,69.60707722211762,Poor,Water is of poor quality and may require significant treatment.
42.24481737787727,8.768903186367456,456.1585086116661,21.223400063898048,Unacceptable,Water is not suitable for consumption.
44.38378221963741,7.31951190140051,443.7353912914853,48.35968225288356,Good,"Water is suitable for consumption, but may require treatment."
47.800128140677664,8.189788285189362,936.5406432517731,85.0655363240032,Poor,Water is of poor quality and may require significant treatment.
0.5646436778818154,8.228698853438921,386.8927139019852,0.17150997148497327,Poor,Water is of poor quality and may require significant treatment.
6.122997888347564,6.46948055329711,223.1186587384375,55.77885466369846,Unacceptable,Water is not suitable for consumption.
29.125671994098973,7.163768565221366,278.29423563236577,72.46776638648214,Excellent,Water is of exceptional quality.
20.996473452974968,8.100538184089158,315.98577098477153,11.790669240566231,Poor,Water is of poor quality and may require significant treatment.
42.98767852378576,8.341191696747527,423.76320189060834,94.90759977037408,Poor,Water is of poor quality and may require significant treatment.
26.935107403100712,7.7948857246237075,486.49210962589626,52.544491136727814,Poor,Water is of poor quality and may require significant treatment.
15.493495720729044,7.131054238419269,676.4435925735238,91.35682705971162,Moderate,"Water is acceptable, but may have some impurities."
32.646677865435876,8.099264045836428,970.1039853902181,17.97423992258308,Poor,Water is of poor quality and may require significant treatment.
34.53062186791417,8.187053006509748,58.35492245577545,36.160894814422804,Poor,Water is of poor quality and may require significant treatment.
43.06221802921444,7.545866415869291,377.75526754974345,86.24729330705034,Poor,Water is of poor quality and may require significant treatment.
34.58700890530167,8.262851100469288,947.3909056348281,89.21287606789326,Poor,Water is of poor quality and may require significant treatment.
3.32732192141067,7.757446310474709,821.3245515983799,41.947320315814906,Poor,Water is of poor quality and may require significant treatment.
0.48082443617551984,8.09664359451908,340.82027913156986,81.8060055507785,Poor,Water is of poor quality and may require significant treatment.
18.611612575431767,6.846995804899879,436.8340677531755,13.759837257894192,Good,"Water is suitable for consumption, but may require treatment."
0.17965608530010058,7.584331105876873,716.5855577765244,11.366472730775158,Poor,Water is of poor quality and may require significant treatment.
46.21961869793768,7.822261327487755,987.6615630404868,29.311868275681785,Poor,Water is of poor quality and may require significant treatment.
16.621843520638794,7.881512973547198,913.7140066451785,99.93992975118454,Poor,Water is of poor quality and may require significant treatment.
25.569909191227275,6.5853185979526465,743.8242753850045,70.23079066654037,Moderate,"Water is acceptable, but may have some impurities."
29.37005921660876,6.282360363198591,30.904486935553365,86.14858013538836,Unacceptable,Water is not suitable for consumption.
14.618514688766926,8.834270140162467,286.56620953759983,83.32851474200488,Unacceptable,Water is not suitable for consumption.
41.98643875910453,6.077072510246539,297.12200175620194,68.73951054085484,Unacceptable,Water is not suitable for consumption.
37.23233321975484,6.473306617142789,320.69121014076217,72.1818289419294,Unacceptable,Water is not suitable for consumption.
38.262281608408664,6.529035125700135,38.64178511243077,14.87380528638459,Excellent,Water is of exceptional quality.
6.232153809982554,6.10285599643381,9.607879707446475,95.66778693193021,Unacceptable,Water is not suitable for consumption.
35.22440111712161,8.701954726960833,283.19889025671677,83.00295706229835,Unacceptable,Water is not suitable for consumption.
10.591203909756054,8.592411632808908,160.76637346641022,61.68122540199877,Unacceptable,Water is not suitable for consumption.
24.279410928597965,7.786268333742623,328.459615290687,60.28246351694489,Poor,Water is of poor quality and may require significant treatment.
24.940298476687474,7.748740426650164,574.6041775338823,50.424745645253154,Poor,Water is of poor quality and may require significant treatment.
22.72039029581491,8.979348665308109,239.58514859495227,98.17270208069448,Unacceptable,Water is not suitable for consumption.
21.774459421968963,6.101850300268421,213.8047152596595,86.09069072926009,Unacceptable,Water is not suitable for consumption.
45.54185660832931,6.664550815859445,289.1447169994005,3.7880522932424276,Excellent,Water is of exceptional quality.
26.562751597769683,8.23201952162876,992.7260571570463,66.98012285824699,Poor,Water is of poor quality and may require significant treatment.
39.7000272203407,6.0300709344287435,370.55334870670345,74.79373852475628,Unacceptable,Water is not suitable for consumption.
2.0851172147731356,8.312520913955275,559.6593832612936,83.5928354596448,Poor,Water is of poor quality and may require significant treatment.
8.065504026424842,8.786772288199707,154.62591983213613,27.896459245051997,Unacceptable,Water is not suitable for consumption.
44.17078717053756,7.884826235111146,745.4408485977937,38.325342454571235,Poor,Water is of poor quality and may require significant treatment.
39.40526068113407,6.891260713721356,594.7314086628002,45.02002258402705,Moderate,"Water is acceptable, but may have some impurities."
3.7816742237941403,7.7224282579901375,200.77691864666915,93.9223485563925,Poor,Water is of poor quality and may require significant treatment.
9.53835842887052,8.480854161203961,589.9412869292291,17.733862187823412,Poor,Water is of poor quality and may require significant treatment.
8.383916488705056,6.4087607757864165,200.229994069527,79.08473180517201,Unacceptable,Water is not suitable for consumption.
11.890428269040914,6.293442358527781,482.7914501357994,47.06456097179903,Unacceptable,Water is not suitable for consumption.
21.256158816021255,8.43458414310526,956.4498824597579,49.06689035355637,Poor,Water is of poor quality and may require significant treatment.
25.158943855874693,6.553428717919806,221.3111364083299,1.0517149486829802,Excellent,Water is of exceptional quality.
25.892572104433142,7.675436087293803,786.6192088221627,34.50056197601764,Poor,Water is of poor quality and may require significant treatment.
27.891155038330094,6.137879342953588,528.3528595397291,58.55671431002597,Unacceptable,Water is not suitable for consumption.
2.6118750479167065,6.909523694059451,314.6617783964868,66.59499429031389,Good,"Water is suitable for consumption, but may require treatment."
38.14222732092695,8.399500902935623,560.240276837673,7.008158436589862,Poor,Water is of poor quality and may require significant treatment.
32.65844530876847,6.9651231037658246,602.8228047666322,1.9665041275089723,Moderate,"Water is acceptable, but may have some impurities."
45.48028522760349,7.702660792810876,790.7380194533328,78.09669712606637,Poor,Water is of poor quality and may require significant treatment.
46.96884894995597,8.261423496673421,176.4312447760281,65.24061068594231,Poor,Water is of poor quality and may require significant treatment.
13.787773975588546,8.691859287211503,109.78689234274808,58.92320236092622,Unacceptable,Water is not suitable for consumption.
21.04582471024376,6.467310462795375,347.62134535419733,35.26651557892648,Unacceptable,Water is not suitable for consumption.
39.55727067897541,7.863481480506238,81.06089941014282,22.865434722486178,Poor,Water is of poor quality and may require significant treatment.
36.64202897683016,8.744013756253393,215.06968391438684,38.97541123143492,Unacceptable,Water is not suitable for consumption.
21.37402379495508,6.91730196145927,635.7540608965952,0.811016295871736,Moderate,"Water is acceptable, but may have some impurities."
16.236292342079757,8.573024670580093,775.4167444080066,12.172229746970775,Unacceptable,Water is not suitable for consumption.
28.387720950716293,7.805028096609914,978.8431982944932,88.39699431972019,Poor,Water is of poor quality and may require significant treatment.
36.42021333654979,7.807579392604575,315.3712424569911,73.993918078728,Poor,Water is of poor quality and may require significant treatment.
13.735665421589843,7.662117510470897,736.8088855286976,81.6519173750763,Poor,Water is of poor quality and may require significant treatment.
14.94983360534794,7.504901532794098,747.6951767975254,82.7345133788337,Poor,Water is of poor quality and may require significant treatment.
40.36149786804245,6.276311771669519,268.640215704138,25.24211436279987,Unacceptable,Water is not suitable for consumption.
1.0058614987328962,8.4140827150098,545.0518342165768,99.08177873068448,Poor,Water is of poor quality and may require significant treatment.
41.87419440333401,8.966728441396304,233.49254349196246,11.890441225648807,Unacceptable,Water is not suitable for consumption.
32.32218822420186,6.846492288071177,296.9237547070209,70.52099309497378,Excellent,Water is of exceptional quality.
5.150364811083918,6.39887530807405,924.5989878493895,94.57304447706862,Unacceptable,Water is not suitable for consumption.
18.43256069348172,6.6093339821589945,195.58592210772608,20.42898608299364,Excellent,Water is of exceptional quality.
10.646478954551858,8.212245632379908,869.9945151426753,50.85884971654119,Poor,Water is of poor quality and may require significant treatment.
18.35943019374957,7.864664894136227,785.7461959028585,63.27450388257336,Poor,Water is of poor quality and may require significant treatment.
4.340291299332422,6.193477825792991,450.4677521809811,89.63499342607349,Unacceptable,Water is not suitable for consumption.
44.142292776214546,6.809529265115836,991.5266875087714,70.41291975282704,Poor,Water is of poor quality and may require significant treatment.
48.685124490978346,6.4732362504665,3.9876756962217152,74.40229030626423,Unacceptable,Water is not suitable for consumption.
32.90368688254808,8.165804973083986,692.8629163188805,75.68175905286132,Poor,Water is of poor quality and may require significant treatment.
4.21623547126892,6.976757133246531,315.35202639628847,97.438214344499,Good,"Water is suitable for consumption, but may require treatment."
43.32984333658313,6.060335601083817,609.7933482398623,62.04451468406415,Unacceptable,Water is not suitable for consumption.
8.04857635438051,6.970848115882334,716.7426265064546,51.550057109270206,Moderate,"Water is acceptable, but may have some impurities."
16.89282556977808,6.8307635455662785,617.0991686770549,32.64282388091176,Moderate,"Water is acceptable, but may have some impurities."
27.707815992146305,7.263441229698859,448.79475449973216,70.05604468332982,Good,"Water is suitable for consumption, but may require treatment."
31.182238749246366,7.071397776729535,983.7584678562239,28.29527072011161,Poor,Water is of poor quality and may require significant treatment.
35.75807567261611,8.731924908817385,871.9683988925516,73.52884899143699,Unacceptable,Water is not suitable for consumption.
14.816244730526106,8.267893193143125,327.58906233603733,10.762320218356924,Poor,Water is of poor quality and may require significant treatment.
36.09902971165183,7.580311018963588,314.5182005488347,3.976547626732785,Poor,Water is of poor quality and may require significant treatment.
20.893281121285646,7.7553504022500075,626.0785553893816,98.5043106817159,Poor,Water is of poor quality and may require significant treatment.
10.405099907396032,7.57814031218593,65.36095984171064,3.871413066301199,Poor,Water is of poor quality and may require significant treatment.
33.32518520129379,7.085698116052714,284.65715956719464,86.5241499220784,Excellent,Water is of exceptional quality.
6.398617290727104,6.247883844085569,230.31031369563772,0.5830892988657244,Unacceptable,Water is not suitable for consumption.
0.11176001480304731,7.2831071896016635,926.2213812908377,74.61650192891669,Poor,Water is of poor quality and may require significant treatment.
16.682381781652815,7.530025920208715,193.86027847590682,68.46867238624704,Poor,Water is of poor quality and may require significant treatment.
21.949588212441295,7.969341692358035,82.12562876988095,94.36587729922412,Poor,Water is of poor quality and may require significant treatment.
11.736214925373073,7.167053491358911,744.1228449313868,6.8298196453847275,Moderate,"Water is acceptable, but may have some impurities."
14.242757378041288,8.106238416830339,699.3959046247572,25.820849313920558,Poor,Water is of poor quality and may require significant treatment.
28.15857648155284,7.490195194113754,613.0344466193053,48.646828636723114,Moderate,"Water is acceptable, but may have some impurities."
30.540929747786166,7.777564167043189,354.06171282824374,36.97997727560227,Poor,Water is of poor quality and may require significant treatment.
47.90240555147665,8.29069954197872,449.90846414581165,12.55103388655563,Poor,Water is of poor quality and may require significant treatment.
5.356980935977063,7.6028479842977905,851.1158604595894,90.01098510489817,Poor,Water is of poor quality and may require significant treatment.
11.276844994634711,8.431848548318927,561.6179880329483,9.786500051730407,Poor,Water is of poor quality and may require significant treatment.
3.06451057038013,7.848443545801496,539.7188789407571,9.264759358558884,Poor,Water is of poor quality and may require significant treatment.
49.0745204823525,6.878199715293695,353.94834923942256,0.9524210852560833,Good,"Water is suitable for consumption, but may require treatment."
2.9363234763185417,8.699866053599202,257.22562934867676,80.87858600524419,Unacceptable,Water is not suitable for consumption.
42.343551392465734,8.37177272377475,632.5251314046637,78.63679161419196,Poor,Water is of poor quality and may require significant treatment.
25.27915038490141,8.973266277373611,9.239804324017165,36.15044757313209,Unacceptable,Water is not suitable for consumption.
19.317830100052902,8.789896899275728,73.01218680060661,33.988234682467386,Unacceptable,Water is not suitable for consumption.
4.233458499710929,6.8622489030441045,937.9477468631356,90.36629855285294,Poor,Water is of poor quality and may require significant treatment.
31.996834186907986,7.323586725405848,181.31208487967942,25.197052989855393,Excellent,Water is of exceptional quality.
21.40333563607402,6.334625185592246,751.2989988016113,11.482477226554355,Unacceptable,Water is not suitable for consumption.
13.362326520355161,6.265196381624483,925.7760657194706,39.49371519497169,Unacceptable,Water is not suitable for consumption.
17.7860574890086,8.43661455480624,996.2354276723825,77.22021028399305,Poor,Water is of poor quality and may require significant treatment.
12.35418581255635,8.498806017223089,750.2016040986218,36.61997399196355,Poor,Water is of poor quality and may require significant treatment.
30.901753834019047,7.146543139423575,542.3363034630349,57.308589426252965,Moderate,"Water is acceptable, but may have some impurities."
25.93405522683244,7.173927111005932,39.119511135057294,67.25356721261485,Excellent,Water is of exceptional quality.
45.4342067419988,7.644411441476974,718.3205226309888,73.94917011124168,Poor,Water is of poor quality and may require significant treatment.
37.769315826870745,6.225377271126045,489.95631571200505,16.412019182518723,Unacceptable,Water is not suitable for consumption.
1.0485642703790043,7.010555816303823,640.7057589761964,1.8174091703416662,Moderate,"Water is acceptable, but may have some impurities."
5.688345467994383,8.33113358090564,131.12920439571275,70.8293057852878,Poor,Water is of poor quality and may require significant treatment.
48.96993396796523,8.631609362692473,174.1896607234058,90.7107995977839,Unacceptable,Water is not suitable for consumption.
21.58381669296181,7.262623843698902,22.604816885195,52.03895423977685,Excellent,Water is of exceptional quality.
10.637415051239273,8.07408804522984,862.024275006542,37.17582664713599,Poor,Water is of poor quality and may require significant treatment.
6.8714683529347065,7.192829828446367,932.8513908984498,41.90861143180403,Poor,Water is of poor quality and may require significant treatment.
7.7442802772399455,7.329148790759015,678.3850519592911,97.62305281760678,Moderate,"Water is acceptable, but may have some impurities."
30.51787539813674,8.867659763379871,796.9361729082339,60.65882036075486,Unacceptable,Water is not suitable for consumption.
28.683416112471022,6.767860867895725,357.9990321295996,29.51886024152216,Good,"Water is suitable for consumption, but may require treatment."
38.55651506298973,7.682439941526109,551.7515853296965,6.4804752974854996,Poor,Water is of poor quality and may require significant treatment.
7.509093704471831,6.9168681868765844,391.18776255016627,79.50946830713708,Good,"Water is suitable for consumption, but may require treatment."
32.07697980337863,6.15911272637099,367.64165266535906,1.3047643222013572,Unacceptable,Water is not suitable for consumption.
40.45186986999643,8.783084218250895,965.6894420604293,4.754456012601105,Unacceptable,Water is not suitable for consumption.
22.68175645797007,6.893347265597688,585.285469390968,6.519772186355544,Moderate,"Water is acceptable, but may have some impurities."
10.315897301804695,7.459592043404015,320.25685769088363,3.275359359577268,Good,"Water is suitable for consumption, but may require treatment."
40.16275440489158,7.943665825555483,476.0793963189418,23.306137488703072,Poor,Water is of poor quality and may require significant treatment.
